1	676	599	13951	13951	599	382	10864	17631	1471	43014	2940	382	380	
1	747	54652	1733	8600	
1	382	3055	1893	1748	382	3055	4957	3055	20520	43014	382	380	
1	136	41877	404	3612	
1	380	382	20520	1471	307	3638	1471	2940	20520	22649	382	380	
1	5416	17631	1471	10281	2940	4956	382	
1	366	
1	382	
1	8600	18467	51998	136	5416	136	42410	135	
1	382	20520	1471	3638	1471	382	380	
1	9500	121	18264	18112	380	
1	380	52103	136	
1	380	382	43476	49570	53296	11604	382	4624	
1	747	
1	1733	747	
1	5416	6518	43476	49570	
1	8600	
1	8600	
1	8600	8600	
1	8600	
1	747	
1	2976	9134	51844	776	2247	
1	382	20520	10720	5435	5905	
1	380	
2	3604	28145	5364	
2	28145	
2	28145	
2	28145	
2	3604	
2	28145	
2	5364	
2	5364	
2	5364	
2	5364	
2	3604	28145	
2	28145	4432	45925	5663	5364	
2	3604	28145	
2	3604	
2	28145	1199	
2	5663	5364	
2	3604	28145	
2	5663	
2	3604	
2	5727	
2	3604	28145	
2	45925	
2	42761	
2	373	
2	5364	
2	28145	
2	28145	1365	
2	5663	5364	
2	3604	28145	
2	5364	
2	3604	28145	
2	5259	
2	20215	
2	32042	28145	
2	5663	5364	
2	28145	
2	28145	2364	
2	5364	
2	3604	28145	
2	373	
2	32042	28145	
2	5663	5364	
2	3604	28145	
2	45925	
2	3996	
2	1365	
2	42761	
2	3604	28145	
2	5663	5364	
2	3604	28145	
2	28145	1365	
2	5663	
2	3604	28145	
2	5364	
2	3604	
2	136	
2	28145	
2	3604	
2	28145	
2	28145	
2	28145	
2	5364	
2	3604	28145	1635	
2	45925	
2	3604	28145	
2	42761	5663	5364	
2	28145	
2	28145	
2	5663	5364	
2	3604	
2	5364	
2	1199	8600	
2	542	3996	
2	28145	6245	
2	28145	
2	28145	1635	
2	42761	
2	28145	
2	5364	
2	28145	
2	3604	
2	3604	
2	3604	
2	5364	
2	42761	
2	5364	
2	28145	
2	28145	
2	32042	
2	3996	
2	3604	28145	
2	28145	
2	5364	
2	28145	
2	28145	
2	28145	
2	28145	
2	28145	1635	
2	3604	
2	28145	4904	
2	28145	
2	24402	
2	28145	
2	42761	
2	2420	
2	5364	24402	
2	57812	28145	45925	
2	5110	
2	28145	
2	28145	
2	5364	
2	57812	
2	28145	
2	542	
2	5259	
2	5364	
2	28145	
2	28145	5006	42761	
2	28145	
2	5364	
2	28145	
2	542	
2	28145	
2	18465	
2	28145	
2	3604	760	28145	
2	28145	
2	57812	5364	
2	28145	
2	28145	
2	28145	
2	28145	
2	28145	
3	32168	339	561	
3	29961	12874	7704	
3	32168	
3	38386	14073	14110	12874	7704	8742	32168	
3	339	5751	1537	10424	8742	
3	14110	29961	3887	32168	
3	53330	10861	8775	10861	6957	
3	3449	11089	32168	
3	32168	339	
3	32168	
3	32168	339	3887	7704	
3	2916	32168	
3	339	7010	16138	8981	4476	18962	6213	15779	2216	30614	
3	53330	32168	
3	31053	2569	32168	
3	2257	29961	7704	
3	32168	
3	10861	11700	
3	32168	1889	
3	30614	38386	14073	14110	29961	12874	7704	1551	3887	32168	
3	31270	31378	
3	32168	32168	
3	843	12740	32168	
3	32168	31270	31378	
3	32168	
3	31270	32168	31378	
3	32168	
3	31053	32168	
3	4003	868	1822	7402	32168	
3	2698	23587	49955	505	
3	32168	
3	6957	
3	32168	
3	1041	
3	32168	
3	46484	843	12740	58497	32168	
3	32168	
3	24193	27211	
3	32168	20538	
3	32168	53330	
3	31053	2216	8742	3887	32168	2916	32168	
3	10782	32168	1889	
3	29961	7704	38386	
3	6957	
3	31378	
3	32168	3887	32168	
3	32168	32168	
3	29961	1856	
3	339	32168	
3	32168	
3	31378	31053	
3	31270	32168	
3	32168	6957	
3	2218	
3	31053	11089	32168	
3	1889	
3	1399	16138	3887	
3	32168	
3	29961	1856	
3	10861	
3	31270	53330	
3	1032	32168	36766	8775	16387	
3	339	
3	32223	
3	32168	
3	29961	3887	31270	
3	38386	8742	3887	32168	
3	32168	
3	31053	
3	32168	
3	38386	
3	32168	
3	719	
3	32168	
3	32168	
3	31270	25401	32168	
3	32168	
3	32168	
3	32168	
3	339	32168	
3	545	
3	32168	
3	28704	32168	
3	32168	
3	31378	
3	29961	3887	31270	
3	32168	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	7101	17869	
4	4759	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	3260	17869	
4	3260	17869	
4	17869	
4	17869	
4	4759	17869	
4	4759	17869	
4	17869	
4	17869	
4	17869	
4	4759	17869	
4	4759	17869	
4	17869	
4	4759	
4	17869	
4	4759	17869	
4	17869	
4	17869	
4	17869	
4	4759	
4	17869	
4	17869	
4	4759	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	4759	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	47933	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	4759	17869	
4	4759	17869	
4	17869	
4	17869	
4	47933	17869	
4	17869	
4	382	17869	
4	382	17869	4759	
4	17869	
4	17869	
4	382	21876	5616	17869	
4	4759	17869	
4	17869	
4	4759	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	4759	17869	
4	17869	
4	17869	
4	4759	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	4759	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	4759	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	4759	17869	
4	4759	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	6067	
4	17869	
4	4759	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	4759	
4	17869	
4	4759	17869	17869	
4	4759	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	4759	17869	
4	4759	17869	
4	4759	
4	6067	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	4759	17869	
4	17869	
4	17869	
4	4759	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
4	17869	
5	13980	4086	969	
5	35534	1192	
5	1711	382	10814	35127	35534	44702	382	1711	
5	1711	54347	
5	1711	12504	
5	850	
5	382	4086	44702	10814	12974	4086	12974	382	1711	969	
5	14522	39891	42240	4086	12974	44702	969	
5	969	373	373	
5	850	382	11008	12974	4086	44702	54383	382	969	
5	1711	382	382	
5	2188	4086	39891	37676	
5	5169	969	382	44702	382	969	
5	25795	
5	4086	44702	42240	
5	382	42240	44702	12974	35534	382	287	42306	25127	287	969	
5	18221	135	1809	507	
5	578	1192	42240	13980	12974	54383	
5	319	541	541	25925	23792	33764	
5	1192	42240	12974	382	135	
5	2082	382	28621	5726	507	29046	42306	25127	
5	5727	2503	1271	
5	1192	11008	382	1711	
5	776	
5	12471	9028	21574	
5	776	382	44702	15136	
5	382	12974	11008	
5	8600	
5	382	
5	1192	31831	44702	
5	382	12974	25233	
5	969	382	44702	
5	382	12974	382	373	382	5239	42240	
5	1192	12974	
5	969	382	12974	7987	
5	3638	
5	12504	
5	20497	7987	35127	12974	
5	499	126	322	
5	382	307	10720	
5	7987	12974	13980	
5	969	507	29046	5726	969	
5	1471	
5	7947	2082	
5	382	53296	
5	6972	
5	382	
5	382	20520	287	
5	1192	382	39891	
5	382	
5	126	6972	382	499	
5	382	
5	5343	
5	3116	49140	
5	49247	
5	382	
5	44702	2622	9342	2976	
5	4086	42240	
5	382	10720	49140	10814	
5	382	7987	
5	507	382	7987	42240	
5	44702	319	6297	
5	12504	47181	
5	767	5341	
5	382	10814	
5	373	12504	382	3846	49814	10814	
5	499	10814	126	47413	
5	382	
5	9871	
6	1604	
6	1604	
6	1671	1720	
6	1604	
6	1604	
6	514	25241	
6	1604	
6	1604	
6	1604	
6	1604	
6	297	
6	1671	
6	1604	
